Temperature (K),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (Pa*s),Therm. Cond. (W/m*K),Phase
87,2,0.55829,1.7912,800.72,1159,34.844,6.7309,10.932,762.17,0.17938,3.7227E-06,0.060665,vapor
88,2,0.55188,1.812,807.51,1169.9,34.969,6.7556,10.955,766.02,0.1751,3.7545E-06,0.061273,vapor
89,2,0.54561,1.8328,814.31,1180.9,35.093,6.7808,10.978,769.84,0.17094,3.7862E-06,0.061882,vapor
90,2,0.53949,1.8536,821.14,1191.9,35.216,6.8063,11.002,773.62,0.16688,3.8177E-06,0.062493,vapor
91,2,0.5335,1.8744,827.99,1202.9,35.338,6.8322,11.026,777.36,0.16293,0.000003849,0.063105,vapor
92,2,0.52765,1.8952,834.87,1213.9,35.458,6.8585,11.051,781.07,0.15907,3.8803E-06,0.063718,vapor
93,2,0.52193,1.916,841.78,1225,35.578,6.8851,11.076,784.75,0.15531,3.9114E-06,0.064333,vapor
94,2,0.51632,1.9368,848.71,1236.1,35.697,6.9121,11.101,788.39,0.15165,3.9424E-06,0.06495,vapor
95,2,0.51084,1.9575,855.67,1247.2,35.814,6.9393,11.127,792.01,0.14807,3.9732E-06,0.065568,vapor
96,2,0.50548,1.9783,862.65,1258.3,35.931,6.9668,11.153,795.59,0.14459,4.0039E-06,0.066187,vapor
97,2,0.50023,1.9991,869.66,1269.5,36.047,6.9946,11.179,799.14,0.14118,4.0345E-06,0.066808,vapor
98,2,0.49508,2.0199,876.7,1280.7,36.161,7.0226,11.206,802.66,0.13787,0.000004065,0.067431,vapor
99,2,0.49004,2.0406,883.77,1291.9,36.275,7.0508,11.233,806.16,0.13463,4.0954E-06,0.068055,vapor
100,2,0.48511,2.0614,890.86,1303.1,36.388,7.0792,11.26,809.63,0.13146,4.1256E-06,0.068681,vapor
101,2,0.48027,2.0822,897.98,1314.4,36.501,7.1078,11.287,813.07,0.12838,4.1557E-06,0.069309,vapor
102,2,0.47553,2.1029,905.13,1325.7,36.612,7.1365,11.315,816.49,0.12537,4.1858E-06,0.069938,vapor
103,2,0.47088,2.1237,912.31,1337,36.722,7.1655,11.342,819.88,0.12242,4.2157E-06,0.070569,vapor
104,2,0.46633,2.1444,919.52,1348.4,36.832,7.1945,11.37,823.24,0.11955,4.2454E-06,0.071201,vapor
105,2,0.46186,2.1652,926.75,1359.8,36.941,7.2236,11.398,826.59,0.11675,4.2751E-06,0.071835,vapor
106,2,0.45747,2.1859,934.01,1371.2,37.049,7.2529,11.427,829.91,0.11401,4.3047E-06,0.07247,vapor
107,2,0.45317,2.2067,941.31,1382.6,37.157,7.2822,11.455,833.21,0.11133,4.3342E-06,0.073107,vapor
108,2,0.44895,2.2274,948.63,1394.1,37.263,7.3116,11.483,836.49,0.10872,4.3635E-06,0.073746,vapor
109,2,0.44481,2.2481,955.98,1405.6,37.369,7.3411,11.512,839.75,0.10616,4.3928E-06,0.074386,vapor
110,2,0.44075,2.2689,963.36,1417.1,37.475,7.3706,11.54,842.99,0.10366,4.4219E-06,0.075027,vapor
111,2,0.43676,2.2896,970.76,1428.7,37.579,7.4001,11.569,846.2,0.10122,0.000004451,0.07567,vapor
112,2,0.43284,2.3103,978.2,1440.3,37.683,7.4296,11.597,849.4,0.09884,4.4799E-06,0.076314,vapor
113,2,0.42899,2.3311,985.67,1451.9,37.786,7.4591,11.626,852.59,0.096508,4.5088E-06,0.076959,vapor
114,2,0.42521,2.3518,993.16,1463.5,37.889,7.4886,11.655,855.75,0.094229,4.5376E-06,0.077606,vapor
115,2,0.42149,2.3725,1000.7,1475.2,37.991,7.5181,11.683,858.9,0.092,4.5662E-06,0.078254,vapor
116,2,0.41784,2.3932,1008.2,1486.9,38.092,7.5476,11.712,862.03,0.08982,4.5948E-06,0.078904,vapor
117,2,0.41426,2.414,1015.8,1498.6,38.193,7.5769,11.741,865.14,0.087688,4.6233E-06,0.079554,vapor
118,2,0.41073,2.4347,1023.4,1510.4,38.293,7.6063,11.769,868.24,0.085602,4.6517E-06,0.080206,vapor
119,2,0.40726,2.4554,1031.1,1522.2,38.392,7.6355,11.798,871.32,0.083562,0.00000468,0.080859,vapor
120,2,0.40386,2.4761,1038.7,1534,38.491,7.6647,11.826,874.39,0.081565,4.7082E-06,0.081513,vapor
121,2,0.40051,2.4968,1046.4,1545.8,38.589,7.6938,11.855,877.44,0.079612,4.7363E-06,0.082168,vapor
122,2,0.39721,2.5175,1054.2,1557.7,38.687,7.7228,11.883,880.48,0.0777,4.7644E-06,0.082823,vapor
123,2,0.39397,2.5383,1061.9,1569.6,38.784,7.7517,11.911,883.51,0.075829,4.7923E-06,0.08348,vapor
124,2,0.39078,2.559,1069.7,1581.5,38.881,7.7805,11.939,886.52,0.073997,4.8202E-06,0.084138,vapor
125,2,0.38765,2.5797,1077.5,1593.5,38.977,7.8092,11.967,889.52,0.072204,0.000004848,0.084796,vapor
126,2,0.38456,2.6004,1085.4,1605.4,39.072,7.8377,11.995,892.51,0.070448,4.8757E-06,0.085455,vapor
127,2,0.38152,2.6211,1093.2,1617.4,39.167,7.8661,12.023,895.48,0.068728,4.9033E-06,0.086115,vapor
128,2,0.37853,2.6418,1101.1,1629.5,39.261,7.8944,12.051,898.44,0.067044,4.9308E-06,0.086775,vapor
129,2,0.37559,2.6625,1109,1641.5,39.355,7.9225,12.078,901.39,0.065394,4.9583E-06,0.087437,vapor
130,2,0.37269,2.6832,1117,1653.6,39.449,7.9504,12.106,904.33,0.063778,4.9857E-06,0.088098,vapor
131,2,0.36984,2.7039,1125,1665.8,39.542,7.9782,12.133,907.26,0.062195,0.000005013,0.08876,vapor
132,2,0.36703,2.7246,1133,1677.9,39.634,8.0059,12.16,910.18,0.060643,5.0402E-06,0.089423,vapor
133,2,0.36426,2.7453,1141,1690.1,39.726,8.0333,12.187,913.08,0.059123,5.0674E-06,0.090086,vapor
134,2,0.36154,2.766,1149.1,1702.3,39.817,8.0606,12.214,915.98,0.057633,5.0944E-06,0.090749,vapor
135,2,0.35885,2.7867,1157.2,1714.5,39.908,8.0877,12.241,918.87,0.056172,5.1215E-06,0.091412,vapor
136,2,0.35621,2.8074,1165.3,1726.8,39.999,8.1147,12.267,921.74,0.05474,5.1484E-06,0.092076,vapor
137,2,0.3536,2.8281,1173.4,1739,40.089,8.1414,12.293,924.61,0.053335,5.1752E-06,0.09274,vapor
138,2,0.35103,2.8487,1181.6,1751.3,40.178,8.168,12.319,927.47,0.051959,0.000005202,0.093404,vapor
139,2,0.3485,2.8694,1189.8,1763.7,40.267,8.1943,12.345,930.31,0.050608,5.2287E-06,0.094068,vapor
140,2,0.34601,2.8901,1198,1776,40.356,8.2205,12.371,933.15,0.049284,5.2554E-06,0.094732,vapor
141,2,0.34355,2.9108,1206.3,1788.4,40.444,8.2465,12.397,935.98,0.047984,0.000005282,0.095396,vapor
142,2,0.34112,2.9315,1214.5,1800.8,40.531,8.2722,12.422,938.8,0.046709,5.3085E-06,0.09606,vapor
143,2,0.33873,2.9522,1222.8,1813.3,40.619,8.2978,12.447,941.61,0.045459,5.3349E-06,0.096724,vapor
144,2,0.33638,2.9729,1231.1,1825.7,40.706,8.3232,12.472,944.42,0.044231,5.3613E-06,0.097387,vapor
145,2,0.33405,2.9935,1239.5,1838.2,40.792,8.3483,12.497,947.21,0.043027,5.3876E-06,0.098051,vapor
146,2,0.33176,3.0142,1247.9,1850.7,40.878,8.3733,12.521,950,0.041844,5.4138E-06,0.098714,vapor
147,2,0.3295,3.0349,1256.3,1863.2,40.964,8.398,12.546,952.78,0.040683,0.00000544,0.099376,vapor
148,2,0.32727,3.0556,1264.7,1875.8,41.049,8.4225,12.57,955.55,0.039544,5.4661E-06,0.10004,vapor
149,2,0.32507,3.0763,1273.1,1888.4,41.133,8.4469,12.594,958.32,0.038425,5.4922E-06,0.1007,vapor
150,2,0.3229,3.0969,1281.6,1901,41.218,8.471,12.618,961.07,0.037326,5.5182E-06,0.10136,vapor
151,2,0.32076,3.1176,1290.1,1913.6,41.302,8.4948,12.641,963.82,0.036247,5.5441E-06,0.10202,vapor
152,2,0.31864,3.1383,1298.6,1926.3,41.385,8.5185,12.664,966.56,0.035187,0.00000557,0.10268,vapor
153,2,0.31656,3.159,1307.2,1939,41.468,8.542,12.688,969.3,0.034145,5.5958E-06,0.10334,vapor
154,2,0.3145,3.1796,1315.7,1951.6,41.551,8.5652,12.711,972.03,0.033122,5.6215E-06,0.104,vapor
155,2,0.31247,3.2003,1324.3,1964.4,41.633,8.5882,12.733,974.75,0.032117,5.6472E-06,0.10466,vapor
156,2,0.31046,3.221,1332.9,1977.1,41.715,8.611,12.756,977.46,0.031129,5.6728E-06,0.10532,vapor
157,2,0.30848,3.2417,1341.6,1989.9,41.797,8.6336,12.778,980.17,0.030158,5.6984E-06,0.10598,vapor
158,2,0.30653,3.2623,1350.2,2002.7,41.878,8.656,12.8,982.87,0.029204,5.7239E-06,0.10663,vapor
159,2,0.3046,3.283,1358.9,2015.5,41.959,8.6782,12.822,985.56,0.028266,5.7494E-06,0.10729,vapor
160,2,0.30269,3.3037,1367.6,2028.3,42.039,8.7001,12.844,988.25,0.027343,5.7747E-06,0.10794,vapor
161,2,0.30081,3.3243,1376.3,2041.2,42.119,8.7218,12.865,990.93,0.026436,5.8001E-06,0.1086,vapor
162,2,0.29895,3.345,1385,2054,42.199,8.7433,12.886,993.6,0.025545,5.8254E-06,0.10925,vapor
163,2,0.29712,3.3657,1393.8,2066.9,42.279,8.7646,12.907,996.27,0.024668,5.8506E-06,0.1099,vapor
164,2,0.2953,3.3864,1402.6,2079.9,42.358,8.7857,12.928,998.93,0.023805,5.8758E-06,0.11055,vapor
165,2,0.29351,3.407,1411.4,2092.8,42.436,8.8065,12.949,1001.6,0.022956,5.9009E-06,0.1112,vapor
166,2,0.29174,3.4277,1420.2,2105.8,42.514,8.8272,12.969,1004.2,0.022122,0.000005926,0.11185,vapor
167,2,0.28999,3.4484,1429.1,2118.7,42.592,8.8476,12.989,1006.9,0.0213,0.000005951,0.1125,vapor
168,2,0.28827,3.469,1437.9,2131.7,42.67,8.8678,13.009,1009.5,0.020492,5.9759E-06,0.11315,vapor
169,2,0.28656,3.4897,1446.8,2144.8,42.747,8.8878,13.029,1012.2,0.019697,6.0008E-06,0.11379,vapor
170,2,0.28487,3.5103,1455.7,2157.8,42.824,8.9076,13.049,1014.8,0.018914,6.0257E-06,0.11444,vapor
171,2,0.28321,3.531,1464.7,2170.9,42.901,8.9272,13.068,1017.4,0.018144,6.0505E-06,0.11508,vapor
172,2,0.28156,3.5517,1473.6,2183.9,42.977,8.9466,13.087,1020,0.017385,6.0753E-06,0.11573,vapor
173,2,0.27993,3.5723,1482.6,2197,43.053,8.9658,13.106,1022.6,0.016639,0.0000061,0.11637,vapor
174,2,0.27832,3.593,1491.5,2210.1,43.129,8.9847,13.125,1025.2,0.015903,6.1246E-06,0.11701,vapor
175,2,0.27673,3.6137,1500.5,2223.3,43.204,9.0035,13.143,1027.8,0.015179,6.1492E-06,0.11765,vapor
176,2,0.27515,3.6343,1509.6,2236.4,43.279,9.022,13.162,1030.4,0.014466,6.1738E-06,0.11828,vapor
177,2,0.2736,3.655,1518.6,2249.6,43.353,9.0404,13.18,1033,0.013764,6.1983E-06,0.11892,vapor
178,2,0.27206,3.6756,1527.7,2262.8,43.428,9.0585,13.198,1035.6,0.013073,6.2227E-06,0.11955,vapor
179,2,0.27054,3.6963,1536.7,2276,43.502,9.0765,13.216,1038.2,0.012391,6.2472E-06,0.12019,vapor
180,2,0.26904,3.717,1545.8,2289.2,43.575,9.0942,13.233,1040.7,0.01172,6.2715E-06,0.12082,vapor
181,2,0.26755,3.7376,1554.9,2302.5,43.649,9.1118,13.25,1043.3,0.011059,6.2958E-06,0.12145,vapor
182,2,0.26608,3.7583,1564.1,2315.7,43.722,9.1291,13.268,1045.9,0.010407,6.3201E-06,0.12208,vapor
183,2,0.26463,3.7789,1573.2,2329,43.795,9.1463,13.285,1048.4,0.0097653,6.3443E-06,0.12271,vapor
184,2,0.26319,3.7996,1582.4,2342.3,43.867,9.1632,13.301,1051,0.0091324,6.3685E-06,0.12334,vapor
185,2,0.26176,3.8202,1591.6,2355.6,43.939,9.18,13.318,1053.5,0.0085086,6.3927E-06,0.12396,vapor
186,2,0.26036,3.8409,1600.7,2368.9,44.011,9.1966,13.334,1056.1,0.0078938,6.4168E-06,0.12459,vapor
187,2,0.25896,3.8616,1610,2382.3,44.083,9.213,13.351,1058.6,0.0072876,6.4408E-06,0.12521,vapor
188,2,0.25759,3.8822,1619.2,2395.6,44.154,9.2292,13.367,1061.1,0.00669,6.4648E-06,0.12583,vapor
189,2,0.25622,3.9029,1628.4,2409,44.225,9.2452,13.383,1063.7,0.0061008,6.4888E-06,0.12645,vapor
190,2,0.25487,3.9235,1637.7,2422.4,44.295,9.261,13.398,1066.2,0.0055198,6.5127E-06,0.12707,vapor
191,2,0.25354,3.9442,1647,2435.8,44.366,9.2767,13.414,1068.7,0.0049468,6.5366E-06,0.12769,vapor
192,2,0.25222,3.9648,1656.3,2449.2,44.436,9.2921,13.429,1071.2,0.0043817,6.5604E-06,0.12831,vapor
193,2,0.25091,3.9855,1665.6,2462.7,44.506,9.3074,13.444,1073.7,0.0038243,6.5842E-06,0.12892,vapor
194,2,0.24962,4.0061,1674.9,2476.1,44.575,9.3225,13.459,1076.2,0.0032744,6.6079E-06,0.12953,vapor
195,2,0.24834,4.0268,1684.2,2489.6,44.644,9.3375,13.474,1078.7,0.002732,6.6316E-06,0.13015,vapor
196,2,0.24707,4.0474,1693.6,2503.1,44.713,9.3522,13.488,1081.2,0.0021969,6.6553E-06,0.13076,vapor
197,2,0.24582,4.0681,1702.9,2516.6,44.782,9.3668,13.503,1083.7,0.0016689,6.6789E-06,0.13136,vapor
198,2,0.24457,4.0887,1712.3,2530.1,44.85,9.3812,13.517,1086.2,0.0011479,6.7025E-06,0.13197,vapor
199,2,0.24335,4.1094,1721.7,2543.6,44.919,9.3954,13.531,1088.7,0.00063373,0.000006726,0.13258,vapor
200,2,0.24213,4.13,1731.1,2557.1,44.986,9.4095,13.545,1091.2,0.0001263,6.7495E-06,0.13318,vapor
201,2,0.24092,4.1507,1740.5,2570.7,45.054,9.4234,13.559,1093.6,-0.00037452,0.000006773,0.13379,vapor
202,2,0.23973,4.1713,1750,2584.2,45.121,9.4371,13.572,1096.1,-0.00086888,6.7964E-06,0.13439,vapor
203,2,0.23855,4.192,1759.4,2597.8,45.188,9.4506,13.586,1098.6,-0.0013569,6.8198E-06,0.13499,vapor
204,2,0.23738,4.2126,1768.9,2611.4,45.255,9.464,13.599,1101,-0.0018386,6.8432E-06,0.13559,vapor
205,2,0.23622,4.2333,1778.4,2625,45.322,9.4773,13.612,1103.5,-0.0023143,6.8665E-06,0.13618,vapor
206,2,0.23508,4.2539,1787.9,2638.6,45.388,9.4903,13.625,1105.9,-0.002784,6.8897E-06,0.13678,vapor
207,2,0.23394,4.2746,1797.4,2652.3,45.454,9.5032,13.638,1108.4,-0.0032477,0.000006913,0.13737,vapor
208,2,0.23282,4.2952,1806.9,2665.9,45.52,9.516,13.651,1110.8,-0.0037057,6.9362E-06,0.13797,vapor
209,2,0.2317,4.3159,1816.4,2679.6,45.585,9.5286,13.663,1113.3,-0.004158,6.9593E-06,0.13856,vapor
210,2,0.2306,4.3365,1825.9,2693.2,45.651,9.541,13.675,1115.7,-0.0046047,6.9824E-06,0.13915,vapor
211,2,0.22951,4.3572,1835.5,2706.9,45.716,9.5533,13.688,1118.1,-0.005046,7.0055E-06,0.13973,vapor
212,2,0.22842,4.3778,1845.1,2720.6,45.78,9.5654,13.7,1120.6,-0.0054819,7.0286E-06,0.14032,vapor
213,2,0.22735,4.3985,1854.6,2734.3,45.845,9.5774,13.711,1123,-0.0059125,7.0516E-06,0.14091,vapor
214,2,0.22629,4.4191,1864.2,2748,45.909,9.5892,13.723,1125.4,-0.0063379,7.0746E-06,0.14149,vapor
215,2,0.22524,4.4398,1873.8,2761.8,45.973,9.6009,13.735,1127.8,-0.0067583,7.0975E-06,0.14207,vapor
216,2,0.2242,4.4604,1883.4,2775.5,46.037,9.6125,13.746,1130.2,-0.0071736,7.1204E-06,0.14265,vapor
217,2,0.22316,4.481,1893,2789.3,46.1,9.6239,13.757,1132.6,-0.0075841,7.1433E-06,0.14323,vapor
218,2,0.22214,4.5017,1902.7,2803,46.164,9.6351,13.769,1135,-0.0079897,7.1661E-06,0.14381,vapor
219,2,0.22112,4.5223,1912.3,2816.8,46.227,9.6462,13.78,1137.4,-0.0083906,7.1889E-06,0.14439,vapor
220,2,0.22012,4.543,1922,2830.6,46.289,9.6572,13.79,1139.8,-0.0087868,7.2117E-06,0.14496,vapor
221,2,0.21912,4.5636,1931.7,2844.4,46.352,9.668,13.801,1142.2,-0.0091784,7.2344E-06,0.14554,vapor
222,2,0.21814,4.5843,1941.3,2858.2,46.414,9.6787,13.812,1144.6,-0.0095656,7.2571E-06,0.14611,vapor
223,2,0.21716,4.6049,1951,2872,46.476,9.6892,13.822,1147,-0.0099483,7.2798E-06,0.14668,vapor
224,2,0.21619,4.6256,1960.7,2885.8,46.538,9.6996,13.833,1149.4,-0.010327,7.3024E-06,0.14725,vapor
225,2,0.21523,4.6462,1970.4,2899.7,46.6,9.7099,13.843,1151.7,-0.010701,0.000007325,0.14782,vapor
226,2,0.21428,4.6668,1980.1,2913.5,46.661,9.7201,13.853,1154.1,-0.011071,7.3476E-06,0.14838,vapor
227,2,0.21333,4.6875,1989.9,2927.4,46.722,9.7301,13.863,1156.5,-0.011436,7.3701E-06,0.14895,vapor
228,2,0.2124,4.7081,1999.6,2941.2,46.783,9.74,13.873,1158.8,-0.011798,7.3926E-06,0.14951,vapor
229,2,0.21147,4.7288,2009.4,2955.1,46.844,9.7497,13.882,1161.2,-0.012156,0.000007415,0.15008,vapor
230,2,0.21055,4.7494,2019.1,2969,46.905,9.7594,13.892,1163.6,-0.01251,7.4375E-06,0.15064,vapor
231,2,0.20964,4.7701,2028.9,2982.9,46.965,9.7689,13.901,1165.9,-0.01286,7.4599E-06,0.1512,vapor
232,2,0.20874,4.7907,2038.7,2996.8,47.025,9.7783,13.91,1168.3,-0.013206,7.4823E-06,0.15175,vapor
233,2,0.20784,4.8113,2048.5,3010.7,47.085,9.7875,13.92,1170.6,-0.013548,7.5046E-06,0.15231,vapor
234,2,0.20695,4.832,2058.2,3024.6,47.145,9.7966,13.929,1172.9,-0.013887,7.5269E-06,0.15287,vapor
235,2,0.20607,4.8526,2068.1,3038.6,47.204,9.8057,13.938,1175.3,-0.014222,7.5492E-06,0.15342,vapor
236,2,0.2052,4.8733,2077.9,3052.5,47.263,9.8146,13.946,1177.6,-0.014554,7.5714E-06,0.15397,vapor
237,2,0.20434,4.8939,2087.7,3066.5,47.322,9.8233,13.955,1180,-0.014882,7.5936E-06,0.15452,vapor
238,2,0.20348,4.9145,2097.5,3080.4,47.381,9.832,13.964,1182.3,-0.015206,7.6158E-06,0.15507,vapor
239,2,0.20263,4.9352,2107.4,3094.4,47.439,9.8405,13.972,1184.6,-0.015527,0.000007638,0.15562,vapor
240,2,0.20178,4.9558,2117.2,3108.4,47.498,9.849,13.981,1186.9,-0.015845,7.6601E-06,0.15617,vapor
241,2,0.20095,4.9765,2127.1,3122.4,47.556,9.8573,13.989,1189.2,-0.01616,7.6822E-06,0.15672,vapor
242,2,0.20012,4.9971,2136.9,3136.4,47.614,9.8655,13.997,1191.6,-0.016471,7.7043E-06,0.15726,vapor
243,2,0.19929,5.0177,2146.8,3150.4,47.672,9.8736,14.005,1193.9,-0.016779,7.7263E-06,0.1578,vapor
244,2,0.19848,5.0384,2156.7,3164.4,47.729,9.8816,14.013,1196.2,-0.017084,7.7483E-06,0.15835,vapor
245,2,0.19767,5.059,2166.6,3178.4,47.787,9.8895,14.021,1198.5,-0.017386,7.7703E-06,0.15889,vapor
246,2,0.19686,5.0797,2176.5,3192.4,47.844,9.8972,14.028,1200.8,-0.017685,7.7922E-06,0.15943,vapor
247,2,0.19607,5.1003,2186.4,3206.4,47.901,9.9049,14.036,1203.1,-0.017981,7.8142E-06,0.15997,vapor
248,2,0.19528,5.1209,2196.3,3220.5,47.957,9.9125,14.043,1205.4,-0.018274,0.000007836,0.1605,vapor
